ACARA ID,School Name,Suburb,State,Postcode,Type,Sector,Status,Geolocation,Parent School ID,AGE ID,Latitude,Longitude,StateProvinceID
42131,Rutherford Technology High School,Rutherford,NSW,2320,Secondary,Gov,Open,Major Cities,42131,56270,-32.7112,151.531,8572
41699,Rydalmere East Public School,Ermington,NSW,2115,Primary,Gov,Open,Major Cities,41699,47745,-33.8171,151.058,4123
41668,Rydalmere Public School,Rydalmere,NSW,2116,Primary,Gov,Open,Major Cities,41668,47746,-33.8143,151.045,3020
41284,Ryde East Public School,North Ryde,NSW,2113,Primary,Gov,Open,Major Cities,41284,47737,-33.8071,151.126,4257
41239,Ryde Public School,Ryde,NSW,2112,Primary,Gov,Open,Major Cities,41239,47735,-33.8126,151.108,3021
41336,Ryde Secondary College,Ryde,NSW,2112,Secondary,Gov,Open,Major Cities,41336,47731,-33.8133,151.119,8415
42808,Rye Park Public School,Rye Park,NSW,2586,Primary,Gov,Closed,Inner Regional,42808,,-34.5216,148.907,3024
43034,Rylstone Public School,Rylstone,NSW,2849,Primary,Gov,Open,Outer Regional,43034,51073,-32.7956,149.973,3025
41494,Sackville Street Public School,Ingleburn,NSW,2565,Primary,Gov,Open,Major Cities,41494,56272,-34.0111,150.864,4491
43253,Sacred Heart Catholic Primary School,Pymble,NSW,2073,Primary,Non-Gov,Open,Major Cities,43253,85977,-33.7402,151.138,77136_00
43248,Sacred Heart Catholic Primary School,Mona Vale,NSW,2103,Primary,Non-Gov,Open,Major Cities,43248,41548,-33.67563,151.30115,77205_00
43465,Sacred Heart Catholic Primary School,Villawood,NSW,2163,Primary,Non-Gov,Open,Major Cities,43465,41554,-33.8891,150.976,77211_00
43437,Sacred Heart Catholic Primary School,Mosman,NSW,2088,Primary,Non-Gov,Open,Major Cities,43437,41438,-33.8246,151.236,77122_00
43560,Sacred Heart Catholic Primary School,Coolah,NSW,2843,Primary,Non-Gov,Open,Outer Regional,43560,41543,-31.8256,149.711,77203_00
43381,Sacred Heart Catholic Primary School Cabramatta,Cabramatta,NSW,2166,Primary,Non-Gov,Open,Major Cities,43381,41541,-33.8905,150.937,77210_00
43431,Sacred Heart Catholic Primary School Matraville,Matraville,NSW,2036,Primary,Non-Gov,Open,Major Cities,43431,41558,-33.9589,151.232,77222_00
43135,Sacred Heart Central School,Cootamundra,NSW,2590,Combined,Non-Gov,Open,Inner Regional,43135,41333,-34.6346,148.031,10991_00
43584,Sacred Heart Parish School,Broken Hill,NSW,2880,Primary,Non-Gov,Open,Outer Regional,43584,53299,-31.9527,141.46,11299_00
43622,Sacred Heart Primary School,Kooringal,NSW,2650,Primary,Non-Gov,Open,Inner Regional,43622,42105,-35.1379,147.377,77204_00
43615,Sacred Heart Primary School,Tocumwal,NSW,2714,Primary,Non-Gov,Open,Inner Regional,43615,41552,-35.8148,145.576,77208_00
43632,Sacred Heart Primary School,Boggabri,NSW,2382,Primary,Non-Gov,Open,Outer Regional,43632,41540,-30.7067,150.046,77202_00
43201,Sacred Heart Primary School,Westmead,NSW,2145,Primary,Non-Gov,Open,Major Cities,43201,41555,-33.8136,150.987,77209_00
43184,Sacred Heart Primary School,Mt Druitt South,NSW,2770,Primary,Non-Gov,Open,Major Cities,43184,44204,-33.7739,150.813,77206_00
41471,Sadleir Public School,Sadleir,NSW,2168,Primary,Gov,Open,Major Cities,41471,48531,-33.9158,150.891,4319
43668,Saint Ignatius' College,Lane Cove,NSW,2066,Secondary,Non-Gov,Open,Major Cities,43668,41663,-33.8278,151.156,11255_00
52053,"Saint Ignatius' College, The Regis Campus",Lane Cove,NSW,2066,Primary,Non-Gov,Open,Major Cities,43668,,-33.8236,151.157,11255_01
40275,Saint Mary MacKillop College Albury,Jindera,NSW,2642,Combined,Non-Gov,Open,Inner Regional,40275,68510,-35.9029,146.827,77957_00
40277,Saint Mary MacKillop Colleges Limited,Wagga Wagga,NSW,2650,Combined,Non-Gov,Open,Inner Regional,40277,66768,-35.129,147.348,77917_00
43138,Saints Peter and Paul's Primary School,Goulburn,NSW,2580,Primary,Non-Gov,Open,Inner Regional,43138,41497,-34.7593,149.702,77515_00
50601,Salamah College,Chester Hill,NSW,2162,Combined,Non-Gov,Open,Major Cities,50601,69359,-33.8771,151.008,77967_00
41961,Salt Ash Public School,Salt Ash,NSW,2318,Primary,Gov,Open,Inner Regional,41961,49125,-32.7878,151.904,3035
41304,Samuel Gilbert Public School,Castle Hill,NSW,2154,Primary,Gov,Open,Major Cities,41304,55112,-33.7131,150.992,4574
41767,Samuel Terry Public School,Cranebrook,NSW,2749,Primary,Gov,Open,Major Cities,41767,56273,-33.7133,150.709,4560
43319,San Clemente High School,Mayfield,NSW,2304,Secondary,Non-Gov,Open,Major Cities,43319,41995,-32.896,151.744,11533_00
42883,Sanctuary Point Public School,Sanctuary Point,NSW,2540,Primary,Gov,Open,Inner Regional,42883,50081,-35.1048,150.629,4464
42511,Sandon Public School,Armidale,NSW,2350,Primary,Gov,Open,Inner Regional,42511,56109,-30.4971,151.656,5696
42352,Sandy Beach Public School,Sandy Beach,NSW,2456,Primary,Gov,Open,Inner Regional,42352,56274,-30.1536,153.186,4557
41896,Sandy Hollow Public School,Sandy Hollow,NSW,2333,Primary,Gov,Open,Inner Regional,41896,49329,-32.3365,150.569,1974
41050,Sans Souci Public School,Sans Souci,NSW,2219,Primary,Gov,Open,Major Cities,41050,48630,-33.995,151.129,3038
43673,Santa Sabina College,Strathfield,NSW,2135,Combined,Non-Gov,Open,Major Cities,43673,44267,-33.8776,151.095,11766_00
40859,"Santa Sabina College, Santa Maria del Monte",Strathfield,NSW,2135,Primary,Non-Gov,Open,Major Cities,43673,77029,-33.8775,151.095,11766_01
52731,Santa Sophia Catholic College (Primary),Gables,NSW,2765,Primary,Non-Gov,Open,Major Cities,52731,87827,-33.681,150.935,78216_00
